trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.5, 'e': 0.8381000294051429}",20,0,-126.9497689961656,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
552,False,"{'a': 0.5, 'e': 0.8375283068248308}",30,0,-107.13724426335577,"{0: 16, 1: 10, 2: 2, 3: 1, 4: 1}",0
553,False,"{'a': 0.5, 'e': 0.8369556657935916}",20,0,-120.53443394162883,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
554,False,"{'a': 0.5, 'e': 0.8363821069393953}",20,0,-123.41284890286424,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
555,False,"{'a': 0.5, 'e': 0.8358076308912186}",20,0,-50.36587851121539,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
556,False,"{'a': 0.5, 'e': 0.8352322382790437}",25,0,-119.38943237099379,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
557,False,"{'a': 0.5, 'e': 0.8346559297338582}",25,0,-194.30033045792922,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 4}",0
558,False,"{'a': 0.5, 'e': 0.834078705887654}",25,3,-115.69616477068614,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 1}",1
559,False,"{'a': 0.5, 'e': 0.8335005673734267}",20,0,-65.46335521796483,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
560,False,"{'a': 0.5, 'e': 0.8329215148251751}",20,0,-20.43168695812227,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 0.8323415488779001}",25,0,-159.4443306237932,"{0: 13, 1: 1, 2: 7, 3: 3, 4: 1}",0
562,False,"{'a': 0.5, 'e': 0.8317606701676045}",30,0,-38.82906749969384,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
563,False,"{'a': 0.5, 'e': 0.8311788793312919}",25,13,-14.476151574509062,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.8305961770069662}",30,0,-179.99450855338077,"{0: 17, 1: 4, 2: 4, 3: 3, 4: 2}",0
565,False,"{'a': 0.5, 'e': 0.830012563833631}",30,0,-136.710450823992,"{0: 19, 1: 0, 2: 8, 3: 2, 4: 1}",0
566,False,"{'a': 0.5, 'e': 0.8294280404512884}",35,8,-94.80821984434952,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 2}",1
567,False,"{'a': 0.5, 'e': 0.8288426075009391}",20,0,-65.25300093798269,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.8282562656245808}",20,7,-58.54834808996959,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
569,False,"{'a': 0.5, 'e': 0.8276690154652084}",25,12,-74.71067922314825,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
570,False,"{'a': 0.5, 'e': 0.8270808576668124}",25,0,-61.12012795591152,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
571,False,"{'a': 0.5, 'e': 0.826491792874379}",20,0,-57.50527960729819,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
572,False,"{'a': 0.5, 'e': 0.8259018217338888}",25,0,-101.02575672140762,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
573,False,"{'a': 0.5, 'e': 0.8253109448923165}",20,9,-75.33690853427976,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 1}",1
574,False,"{'a': 0.5, 'e': 0.8247191629976298}",25,0,-71.21933215153739,"{0: 17, 1: 4, 2: 1, 3: 3, 4: 0}",0
575,False,"{'a': 0.5, 'e': 0.8241264766987891}",20,0,-132.4238329684379,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
576,False,"{'a': 0.5, 'e': 0.8235328866457464}",30,0,-147.7104413117371,"{0: 17, 1: 1, 2: 10, 3: 1, 4: 1}",0
577,False,"{'a': 0.5, 'e': 0.822938393489445}",20,7,-0.013254815906737383,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.8223429978818183}",20,3,4.730622123356058,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.8217467004757896}",30,0,-137.9897866856308,"{0: 23, 1: 1, 2: 2, 3: 1, 4: 3}",0
580,False,"{'a': 0.5, 'e': 0.8211495019252709}",35,0,-218.35659221299244,"{0: 18, 1: 4, 2: 10, 3: 0, 4: 3}",1
581,False,"{'a': 0.5, 'e': 0.8205514028851626}",35,0,-142.90366573037764,"{0: 19, 1: 5, 2: 10, 3: 0, 4: 1}",0
582,False,"{'a': 0.5, 'e': 0.8199524040113525}",35,0,-238.76398029824287,"{0: 20, 1: 4, 2: 6, 3: 1, 4: 4}",0
583,False,"{'a': 0.5, 'e': 0.8193525059607153}",25,0,-111.41837232970671,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
584,False,"{'a': 0.5, 'e': 0.8187517093911114}",20,0,-71.89558627125446,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
585,False,"{'a': 0.5, 'e': 0.8181500149613872}",20,0,-59.44299261285351,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
586,False,"{'a': 0.5, 'e': 0.8175474233313728}",25,0,-71.1286164969889,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
587,False,"{'a': 0.5, 'e': 0.816943935161883}",25,0,-146.18292834188588,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
588,False,"{'a': 0.5, 'e': 0.8163395511147156}",25,10,-3.81025990772904,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.8157342718526502}",20,0,-19.8432874053939,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
590,False,"{'a': 0.5, 'e': 0.8151280980394491}",30,0,-151.18709034928284,"{0: 18, 1: 0, 2: 9, 3: 2, 4: 1}",0
591,False,"{'a': 0.5, 'e': 0.8145210303398548}",20,0,-111.7312438716143,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
592,False,"{'a': 0.5, 'e': 0.8139130694195905}",25,0,-114.10415270182324,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
593,False,"{'a': 0.5, 'e': 0.8133042159453586}",20,0,-34.83368708090339,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
594,False,"{'a': 0.5, 'e': 0.8126944705848406}",20,0,-51.19561037095686,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
595,False,"{'a': 0.5, 'e': 0.8120838340066959}",20,0,-106.33607899535835,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
596,False,"{'a': 0.5, 'e': 0.8114723068805612}",20,0,-108.2259424665269,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
597,False,"{'a': 0.5, 'e': 0.8108598898770498}",25,0,-15.884401355700648,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
598,False,"{'a': 0.5, 'e': 0.8102465836677509}",25,0,-66.05565697101294,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
599,False,"{'a': 0.5, 'e': 0.809632388925229}",20,0,-141.7725074124241,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 2}",0
600,False,"{'a': 0.5, 'e': 0.8090173063230227}",20,0,-36.84151253973364,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
601,False,"{'a': 0.5, 'e': 0.8084013365356443}",20,6,-133.1256660872915,"{0: 6, 1: 2, 2: 3, 3: 1, 4: 2}",1
602,False,"{'a': 0.5, 'e': 0.807784480238579}",25,0,-109.95988524939582,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
603,False,"{'a': 0.5, 'e': 0.8071667381082843}",20,16,3.47969907551189,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.8065481108221892}",25,0,-136.98063155263614,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
605,False,"{'a': 0.5, 'e': 0.805928599058693}",20,15,-1.8930541895380983,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.8053082034971651}",25,0,-151.78271778222495,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
607,False,"{'a': 0.5, 'e': 0.8046869248179445}",20,3,-35.09649674727497,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.804064763702338}",30,0,-245.1390421199857,"{0: 14, 1: 1, 2: 10, 3: 2, 4: 3}",0
609,False,"{'a': 0.5, 'e': 0.8034417208326206}",25,0,-117.3964465110024,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
610,False,"{'a': 0.5, 'e': 0.8028177968920336}",20,0,-56.63424704916216,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
611,False,"{'a': 0.5, 'e': 0.8021929925647855}",25,16,-39.47505158968428,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
612,False,"{'a': 0.5, 'e': 0.8015673085360494}",25,0,-72.14590912036023,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
613,False,"{'a': 0.5, 'e': 0.8009407454919635}",20,6,-64.07935072058672,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
614,False,"{'a': 0.5, 'e': 0.8003133041196296}",20,0,-83.6366526182966,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
615,False,"{'a': 0.5, 'e': 0.7996849851071134}",25,12,-53.620628883688596,"{0: 6, 1: 3, 2: 3, 3: 1, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.7990557891434422}",20,15,7.2099506221715,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.7984257169186054}",25,0,-129.37363959696887,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
618,False,"{'a': 0.5, 'e': 0.7977947691235534}",25,0,-106.08950997971472,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
619,False,"{'a': 0.5, 'e': 0.7971629464501966}",20,0,-162.40743602640603,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",1
620,False,"{'a': 0.5, 'e': 0.7965302495914048}",20,4,-15.01830628092489,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.7958966792410066}",35,0,-95.56471176777562,"{0: 26, 1: 3, 2: 4, 3: 0, 4: 2}",0
622,False,"{'a': 0.5, 'e': 0.7952622360937882}",30,1,-108.95527401796859,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 2}",1
623,False,"{'a': 0.5, 'e': 0.7946269208454935}",30,0,-214.37552255654745,"{0: 15, 1: 5, 2: 6, 3: 1, 4: 3}",0
624,False,"{'a': 0.5, 'e': 0.7939907341928221}",20,0,-53.85541892134368,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
625,False,"{'a': 0.5, 'e': 0.7933536768334295}",35,0,-95.25285415968322,"{0: 26, 1: 2, 2: 5, 3: 1, 4: 1}",0
626,False,"{'a': 0.5, 'e': 0.792715749465926}",20,0,-34.22430959124359,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
627,False,"{'a': 0.5, 'e': 0.7920769527898762}",20,0,-157.50652472927197,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
628,False,"{'a': 0.5, 'e': 0.7914372875057977}",30,17,-39.69667474474399,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
629,False,"{'a': 0.5, 'e': 0.7907967543151606}",25,0,-140.21108674024123,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
630,False,"{'a': 0.5, 'e': 0.790155353920387}",20,0,18.067602709012316,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
631,False,"{'a': 0.5, 'e': 0.7895130870248499}",25,4,-58.09457278463135,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 1}",1
632,False,"{'a': 0.5, 'e': 0.7888699543328725}",20,0,-55.34200602426541,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
633,False,"{'a': 0.5, 'e': 0.7882259565497275}",25,0,-142.81375228511402,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
634,False,"{'a': 0.5, 'e': 0.7875810943816361}",25,0,-58.727855598551955,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
635,False,"{'a': 0.5, 'e': 0.7869353685357677}",20,0,-84.6564013626423,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
636,False,"{'a': 0.5, 'e': 0.7862887797202386}",20,0,-90.70331987131554,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
637,False,"{'a': 0.5, 'e': 0.7856413286441115}",20,0,-7.1878320586618045,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
638,False,"{'a': 0.5, 'e': 0.7849930160173946}",30,0,-191.89129178047259,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
639,False,"{'a': 0.5, 'e': 0.7843438425510412}",20,0,-93.2370146075408,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
640,False,"{'a': 0.5, 'e': 0.7836938089569483}",25,0,-83.64823254080245,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
641,False,"{'a': 0.5, 'e': 0.7830429159479562}",25,0,-115.4756314602598,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
642,False,"{'a': 0.5, 'e': 0.7823911642378476}",25,0,-67.81205640356019,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
643,False,"{'a': 0.5, 'e': 0.7817385545413471}",25,0,23.058249398937747,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
644,False,"{'a': 0.5, 'e': 0.7810850875741201}",25,0,-44.176594683401824,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
645,False,"{'a': 0.5, 'e': 0.7804307640527719}",20,0,-151.19314129156598,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
646,False,"{'a': 0.5, 'e': 0.7797755846948472}",20,0,-100.43585333254077,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
647,False,"{'a': 0.5, 'e': 0.7791195502188295}",25,12,-66.12621339071629,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 1}",1
648,False,"{'a': 0.5, 'e': 0.7784626613441397}",25,12,-40.290411052032056,"{0: 7, 1: 1, 2: 5, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.7778049187911357}",30,4,-99.44678913377702,"{0: 16, 1: 3, 2: 3, 3: 4, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.7771463232811118}",30,0,-192.1167684312994,"{0: 15, 1: 7, 2: 4, 3: 1, 4: 3}",0
651,False,"{'a': 0.5, 'e': 0.7764868755362974}",20,0,-62.643679510086955,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
652,False,"{'a': 0.5, 'e': 0.7758265762798566}",20,7,-32.2217600723243,"{0: 10, 1: 1, 2: 0, 3: 2, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.7751654262358872}",25,0,-136.89529299071555,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
654,False,"{'a': 0.5, 'e': 0.7745034261294202}",25,11,-11.35748160235745,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.7738405766864187}",30,0,-58.78057765277197,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
656,False,"{'a': 0.5, 'e': 0.773176878633777}",20,0,-24.329478419472444,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
657,False,"{'a': 0.5, 'e': 0.7725123326993202}",25,0,-194.23951306492367,"{0: 11, 1: 0, 2: 11, 3: 1, 4: 2}",0
658,False,"{'a': 0.5, 'e': 0.7718469396118033}",35,0,-85.2839419496659,"{0: 28, 1: 1, 2: 3, 3: 2, 4: 1}",0
659,False,"{'a': 0.5, 'e': 0.7711807001009099}",25,0,-63.40985142042976,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
660,False,"{'a': 0.5, 'e': 0.7705136148972525}",20,0,-0.31021189841842556,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
661,False,"{'a': 0.5, 'e': 0.76984568473237}",20,0,-114.76903315289054,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
662,False,"{'a': 0.5, 'e': 0.769176910338729}",20,0,-24.59451700871127,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
663,False,"{'a': 0.5, 'e': 0.7685072924497212}",20,0,-149.16012368293764,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
664,False,"{'a': 0.5, 'e': 0.7678368317996634}",20,0,-24.719071282640098,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
665,False,"{'a': 0.5, 'e': 0.7671655291237968}",20,0,-133.44937805581046,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
666,False,"{'a': 0.5, 'e': 0.7664933851582857}",20,0,-128.73535226681042,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
667,False,"{'a': 0.5, 'e': 0.7658204006402173}",20,0,-46.61655146457485,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
668,False,"{'a': 0.5, 'e': 0.7651465763076002}",25,0,-120.52801487620552,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
669,False,"{'a': 0.5, 'e': 0.7644719128993643}",20,0,-59.32452562205094,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
670,False,"{'a': 0.5, 'e': 0.7637964111553595}",20,0,-74.83247218768277,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
671,False,"{'a': 0.5, 'e': 0.763120071816355}",20,0,-8.857103281887238,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
672,False,"{'a': 0.5, 'e': 0.7624428956240386}",25,0,-230.3840425031422,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 5}",0
673,False,"{'a': 0.5, 'e': 0.7617648833210154}",25,0,-73.22940034988552,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
674,False,"{'a': 0.5, 'e': 0.7610860356508083}",20,8,-39.37444178410465,"{0: 6, 1: 2, 2: 4, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.7604063533578557}",20,0,-65.53018468434043,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
676,False,"{'a': 0.5, 'e': 0.759725837187511}",25,0,-117.64042376775353,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",0
677,False,"{'a': 0.5, 'e': 0.7590444878860423}",20,0,-35.684182942557435,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
678,False,"{'a': 0.5, 'e': 0.7583623062006318}",20,5,-36.36696439655221,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
679,False,"{'a': 0.5, 'e': 0.7576792928793739}",25,13,-51.315884850366196,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
680,False,"{'a': 0.5, 'e': 0.7569954486712751}",20,0,-51.979284513901945,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
681,False,"{'a': 0.5, 'e': 0.7563107743262532}",20,0,-99.2637643144004,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
682,False,"{'a': 0.5, 'e': 0.7556252705951364}",20,0,6.660755662974684,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.5, 'e': 0.7549389382296622}",30,12,-5.363129215607906,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.754251777982477}",30,7,-54.8014941482656,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.7535637906071349}",20,0,-48.10712037071568,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
686,False,"{'a': 0.5, 'e': 0.7528749768580972}",20,6,-37.862689836440616,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
687,False,"{'a': 0.5, 'e': 0.7521853374907315}",25,7,-4.909803713335387,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.7514948732613103}",30,7,-46.86536626086098,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.7508035849270112}",20,0,-71.83846969588936,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
690,False,"{'a': 0.5, 'e': 0.7501114732459154}",20,9,-12.347842931777368,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.7494185389770069}",25,12,-43.390313382285456,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.7487247828801719}",25,8,-57.10215042447879,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.7480302057161974}",20,0,-84.12477553179222,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
694,False,"{'a': 0.5, 'e': 0.7473348082467715}",20,0,-139.4930100806016,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
695,False,"{'a': 0.5, 'e': 0.7466385912344813}",20,12,-52.1757621414924,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
696,False,"{'a': 0.5, 'e': 0.7459415554428128}",20,8,-92.34372573238856,"{0: 4, 1: 2, 2: 5, 3: 0, 4: 1}",1
697,False,"{'a': 0.5, 'e': 0.7452437016361501}",30,5,-78.03662004160425,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",1
698,False,"{'a': 0.5, 'e': 0.7445450305797741}",25,0,-87.89163807581954,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
699,False,"{'a': 0.5, 'e': 0.743845543039862}",20,0,-106.24568211462724,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
700,False,"{'a': 0.5, 'e': 0.7431452397834861}",20,6,-82.82068146471018,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 1}",1
701,False,"{'a': 0.5, 'e': 0.7424441215786138}",30,21,-6.130158970490544,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.7417421891941058}",25,10,-49.69057425688382,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
703,False,"{'a': 0.5, 'e': 0.7410394433997157}",25,0,-85.93814797088054,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
704,False,"{'a': 0.5, 'e': 0.7403358849660893}",20,10,-1.4935868476110967,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.7396315146647628}",35,3,-146.41762503714259,"{0: 20, 1: 1, 2: 9, 3: 0, 4: 2}",1
706,False,"{'a': 0.5, 'e': 0.738926333268164}",25,8,-76.06563003600097,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 2}",1
707,False,"{'a': 0.5, 'e': 0.7382203415496091}",30,0,-82.73292021527507,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
708,False,"{'a': 0.5, 'e': 0.7375135402833035}",35,0,-40.45888306887903,"{0: 30, 1: 0, 2: 4, 3: 0, 4: 1}",0
709,False,"{'a': 0.5, 'e': 0.7368059302443397}",20,10,16.904550622318006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.736097512208698}",25,0,-6.838379932945119,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
711,False,"{'a': 0.5, 'e': 0.7353882869532442}",20,10,5.667864873170292,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.7346782552557293}",20,0,-99.54332495592887,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
713,False,"{'a': 0.5, 'e': 0.7339674178947888}",20,0,-63.927874878737974,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
714,False,"{'a': 0.5, 'e': 0.733255775649942}",20,2,-85.16879357667361,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.7325433293015903}",25,0,-98.71765422858789,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
716,False,"{'a': 0.5, 'e': 0.7318300796310172}",25,0,-83.2747886971847,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
717,False,"{'a': 0.5, 'e': 0.7311160274203871}",20,15,10.38370764791368,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.7304011734527445}",20,0,-33.29307031678359,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
719,False,"{'a': 0.5, 'e': 0.729685518512013}",20,4,-66.75327752122344,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
720,False,"{'a': 0.5, 'e': 0.7289690633829948}",25,2,-89.12231491393972,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 1}",1
721,False,"{'a': 0.5, 'e': 0.7282518088513694}",25,16,-46.59549732955781,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
722,False,"{'a': 0.5, 'e': 0.7275337557036932}",25,7,17.341241439838633,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.7268149047273977}",30,0,-171.76582771328668,"{0: 19, 1: 2, 2: 4, 3: 3, 4: 2}",1
724,False,"{'a': 0.5, 'e': 0.7260952567107904}",20,0,-10.883937662887284,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
725,False,"{'a': 0.5, 'e': 0.7253748124430518}",20,8,-122.21063803086453,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 3}",1
726,False,"{'a': 0.5, 'e': 0.7246535727142364}",25,3,-87.2787468745734,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
727,False,"{'a': 0.5, 'e': 0.7239315383152702}",20,0,-52.393202232740464,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
728,False,"{'a': 0.5, 'e': 0.7232087100379516}",20,2,-117.70774655601666,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 2}",1
729,False,"{'a': 0.5, 'e': 0.7224850886749488}",20,0,-37.80501878474779,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
730,False,"{'a': 0.5, 'e': 0.7217606750198}",20,0,-2.0619557901571346,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
731,False,"{'a': 0.5, 'e': 0.7210354698669124}",30,8,-20.37162006692732,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.720309474011561}",20,0,-28.221767364746526,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
733,False,"{'a': 0.5, 'e': 0.7195826882498878}",25,0,-73.68713957346499,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
734,False,"{'a': 0.5, 'e': 0.7188551133789013}",20,0,-25.28933746196641,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
