trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.9816937593769762}",30,0,-183.8971239178715,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
184,False,"{'a': 0.5, 'e': 0.9814937655997813}",20,0,-106.42049963754583,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
185,False,"{'a': 0.5, 'e': 0.9812926954961487}",20,0,-142.31761233261355,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.9810905492865761}",25,0,-130.31144078296344,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.9808873271927413}",20,0,-140.25106951109854,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9806830294375017}",25,0,-40.34793028055597,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.9804776562448946}",20,0,-83.51435336916327,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
190,False,"{'a': 0.5, 'e': 0.9802712078401364}",20,0,-110.30129430415181,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9800636844496228}",20,0,-106.298097615244,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.9798550863009281}",30,0,-318.90023658506163,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 6}",0
193,False,"{'a': 0.5, 'e': 0.9796454136228057}",30,0,-209.93991520769208,"{0: 20, 1: 1, 2: 3, 3: 2, 4: 4}",0
194,False,"{'a': 0.5, 'e': 0.9794346666451865}",20,0,-62.534119685349644,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.9792228455991805}",20,0,-158.02458846417127,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
196,False,"{'a': 0.5, 'e': 0.9790099507170749}",25,0,-91.74235468041593,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9787959822323344}",25,0,-114.72818787202377,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9785809403796016}",30,8,-41.51698341461743,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.9783648253946958}",20,0,-120.85611532927453,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.9781476375146131}",20,0,-151.4933005463997,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.9779293769775261}",20,0,-109.07093491837644,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
202,False,"{'a': 0.5, 'e': 0.9777100440227842}",25,0,-70.81189353347338,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9774896388909121}",25,0,-203.98273576184812,"{0: 11, 1: 5, 2: 5, 3: 1, 4: 3}",0
204,False,"{'a': 0.5, 'e': 0.977268161823611}",35,4,-144.27016654268087,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 3}",1
205,False,"{'a': 0.5, 'e': 0.9770456130637569}",20,0,-78.17197348708899,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9768219928554016}",20,0,-162.14881565874734,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
207,False,"{'a': 0.5, 'e': 0.9765973014437717}",25,0,-139.59255409242766,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
208,False,"{'a': 0.5, 'e': 0.9763715390752682}",20,0,-31.675737786248582,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.976144705997467}",20,0,-87.50933177786035,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
210,False,"{'a': 0.5, 'e': 0.975916802459118}",35,0,-89.39269237593511,"{0: 24, 1: 3, 2: 6, 3: 2, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.9756878287101449}",20,0,-166.52352528515664,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.9754577850016452}",25,0,-153.28048629373194,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.9752266715858893}",25,0,-266.4904867352492,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 5}",0
214,False,"{'a': 0.5, 'e': 0.9749944887163211}",20,0,-188.47387806423123,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
215,False,"{'a': 0.5, 'e': 0.9747612366475572}",20,0,-59.568471035860796,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.9745269156353867}",25,0,-118.68301192995123,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.9742915259367708}",20,0,-209.79828650715302,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
218,False,"{'a': 0.5, 'e': 0.9740550678098429}",20,0,-207.4724263712524,"{0: 8, 1: 4, 2: 4, 3: 0, 4: 4}",0
219,False,"{'a': 0.5, 'e': 0.9738175415139075}",25,11,-39.213178692349,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.9735789473094413}",20,0,-133.6839297218834,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
221,False,"{'a': 0.5, 'e': 0.9733392854580915}",20,0,-116.56176884177749,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.973098556222676}",25,5,-103.05650469442267,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.972856759867184}",25,0,-123.43486812634828,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.972613896656774}",25,0,-86.47026076193539,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
225,False,"{'a': 0.5, 'e': 0.972369966857775}",25,0,-151.30292968391703,"{0: 12, 1: 1, 2: 10, 3: 1, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.9721249707376853}",25,0,-121.92754050187902,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
227,False,"{'a': 0.5, 'e': 0.971878908565173}",25,0,-79.30824572024618,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.9716317806100748}",20,0,-90.46899503261544,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.9713835871433965}",30,8,-150.46751452652865,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 3}",1
230,False,"{'a': 0.5, 'e': 0.971134328437312}",30,0,-84.84755385883071,"{0: 21, 1: 3, 2: 4, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.9708840047651637}",20,0,-96.92041236792602,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
232,False,"{'a': 0.5, 'e': 0.9706326164014617}",20,0,-153.75888068591885,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
233,False,"{'a': 0.5, 'e': 0.9703801636218837}",20,0,-87.59912842808524,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
234,False,"{'a': 0.5, 'e': 0.9701266467032748}",25,0,-50.752665310061964,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.9698720659236467}",25,0,-75.12212426513487,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
236,False,"{'a': 0.5, 'e': 0.9696164215621781}",35,0,-67.36742256704116,"{0: 25, 1: 3, 2: 6, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.9693597138992137}",30,0,-150.75611995489226,"{0: 20, 1: 3, 2: 4, 3: 0, 4: 3}",0
238,False,"{'a': 0.5, 'e': 0.9691019432162647}",20,0,-152.10162287899018,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
239,False,"{'a': 0.5, 'e': 0.9688431097960079}",35,0,-245.0413691850486,"{0: 19, 1: 5, 2: 5, 3: 2, 4: 4}",0
240,False,"{'a': 0.5, 'e': 0.968583213922285}",25,0,-102.50487676240965,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
241,False,"{'a': 0.5, 'e': 0.9683222558801035}",20,0,-106.50915652736177,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
242,False,"{'a': 0.5, 'e': 0.9680602359556352}",25,8,-53.9950719731236,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.9677971544362168}",25,0,-98.40603536844925,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
244,False,"{'a': 0.5, 'e': 0.9675330116103489}",20,0,-89.94230783411089,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
245,False,"{'a': 0.5, 'e': 0.9672678077676959}",25,0,-23.547938087207434,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.9670015431990859}",35,0,-160.31656897215362,"{0: 20, 1: 4, 2: 9, 3: 0, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.9667342181965103}",20,0,-264.77939260555183,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 6}",0
248,False,"{'a': 0.5, 'e': 0.966465833053123}",30,0,-216.26912427189447,"{0: 16, 1: 2, 2: 7, 3: 2, 4: 3}",0
249,False,"{'a': 0.5, 'e': 0.9661963880632408}",20,0,-117.85694091845882,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
250,False,"{'a': 0.5, 'e': 0.9659258835223427}",20,0,-64.14490424859397,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.9656543197270696}",25,0,-99.41561633755332,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.965381696975224}",25,0,-127.20843692738843,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
253,False,"{'a': 0.5, 'e': 0.9651080155657698}",20,0,-112.51575127032316,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
254,False,"{'a': 0.5, 'e': 0.9648332757988314}",30,0,-257.5575225696417,"{0: 15, 1: 4, 2: 4, 3: 3, 4: 4}",0
255,False,"{'a': 0.5, 'e': 0.9645574779756942}",20,0,-95.1398234795503,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
256,False,"{'a': 0.5, 'e': 0.9642806223988042}",20,0,-80.57341695854353,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
257,False,"{'a': 0.5, 'e': 0.9640027093717665}",20,0,-63.591672011936694,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9637237391993465}",20,0,-86.73449974354655,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.9634437121874687}",30,0,-204.06003019114593,"{0: 14, 1: 7, 2: 5, 3: 1, 4: 3}",0
260,False,"{'a': 0.5, 'e': 0.9631626286432166}",20,0,-66.91815630247505,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.962880488874832}",35,6,-117.47890458862139,"{0: 17, 1: 2, 2: 7, 3: 3, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.9625972931917155}",20,12,-21.06737381624693,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.9623130419044252}",25,0,-143.43225735019666,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.962027735324677}",35,0,-185.8922358330159,"{0: 20, 1: 3, 2: 8, 3: 2, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.9617413737653441}",25,0,-176.79232445522626,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 3}",0
266,False,"{'a': 0.5, 'e': 0.9614539575404564}",25,0,-100.2132296012974,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.9611654869652005}",20,0,-96.00128986234,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.9608759623559193}",25,0,-99.1594269498938,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
269,False,"{'a': 0.5, 'e': 0.9605853840301115}",20,0,-41.938658654199074,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.9602937523064313}",25,0,-58.260497861203746,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.960001067504688}",30,16,-69.99934809288462,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.9597073299458461}",25,0,-203.54071720944737,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
273,False,"{'a': 0.5, 'e': 0.959412539952024}",25,0,-155.4839270309237,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
274,False,"{'a': 0.5, 'e': 0.9591166978464948}",20,0,-60.421245582156104,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.9588198039536848}",30,14,-44.87484357835238,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.9585218585991743}",30,0,-113.77372649246286,"{0: 18, 1: 3, 2: 6, 3: 3, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.9582228621096961}",20,0,-134.34304862088533,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
278,False,"{'a': 0.5, 'e': 0.9579228148131361}",25,9,-62.26494997892127,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.9576217170385324}",30,16,-16.285225977093827,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.957319569116075}",20,0,-161.66422563354143,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.9570163713771057}",20,14,-24.009913270075288,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.9567121241541173}",25,0,-84.81447840773313,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.9564068277807537}",25,0,-159.99273797972333,"{0: 14, 1: 0, 2: 8, 3: 1, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.9561004825918091}",25,0,-161.39034811089357,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
285,False,"{'a': 0.5, 'e': 0.9557930889232283}",25,0,-90.43895272082088,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.9554846471121053}",30,0,-152.03460133821613,"{0: 17, 1: 4, 2: 5, 3: 3, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.9551751574966839}",20,0,-142.23213475756228,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.9548646204163569}",25,0,-62.52322634371493,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.9545530362116654}",25,0,-146.96127737167194,"{0: 14, 1: 2, 2: 5, 3: 3, 4: 1}",0
290,False,"{'a': 0.5, 'e': 0.9542404052242995}",20,0,-106.1522781515957,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.9539267277970968}",20,0,-150.06921993178022,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
292,False,"{'a': 0.5, 'e': 0.9536120042740421}",30,0,-146.61882413888873,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
293,False,"{'a': 0.5, 'e': 0.953296235000268}",25,0,-85.7091043508593,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.9529794203220538}",30,0,-283.157795593867,"{0: 17, 1: 1, 2: 4, 3: 3, 4: 5}",0
295,False,"{'a': 0.5, 'e': 0.9526615605868248}",20,0,-69.80656774936904,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
296,False,"{'a': 0.5, 'e': 0.9523426561431527}",25,14,-7.294508183899404,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.9520227073407547}",20,0,-8.135507680850283,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.9517017145304933}",25,0,-109.8292630288973,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.9513796780643758}",20,0,-94.67348168938415,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.9510565982955543}",20,0,-42.70607134251667,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.9507324755783245}",20,0,-82.15423352279392,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.9504073102681263}",25,6,-76.2690810002964,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.9500811027215427}",30,0,-188.96786034660084,"{0: 15, 1: 4, 2: 7, 3: 2, 4: 2}",0
304,False,"{'a': 0.5, 'e': 0.9497538532962996}",20,16,7.600495571216539,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.9494255623512655}",25,0,-35.95822750328985,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.9490962302464512}",25,0,-115.99160925700524,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
307,False,"{'a': 0.5, 'e': 0.948765857343009}",25,0,-66.71112248773318,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.9484344440032326}",20,13,11.701934335264447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.948101990590557}",25,0,-45.4272755287429,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.9477684974695574}",20,0,-128.25823263039825,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
311,False,"{'a': 0.5, 'e': 0.9474339650059491}",20,0,-71.00434175949461,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.9470983935665876}",20,0,-105.74842178231236,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9467617835194675}",25,0,-63.587140277806895,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.9464241352337222}",20,0,-50.00192014353028,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.9460854490796239}",30,0,-154.52518274098313,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.9457457254285828}",20,0,-144.57261405824607,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.9454049646531469}",20,0,-173.09354158994915,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
318,False,"{'a': 0.5, 'e': 0.9450631671270018}",20,0,-39.104884032122264,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.9447203332249694}",30,0,-263.23125801242344,"{0: 14, 1: 4, 2: 6, 3: 2, 4: 4}",0
320,False,"{'a': 0.5, 'e': 0.9443764633230087}",20,0,-82.6452856062953,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
321,False,"{'a': 0.5, 'e': 0.9440315577982146}",25,0,-101.11485844077595,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.9436856170288175}",20,0,-134.95876290628289,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.9433386413941833}",20,0,-19.368333661708522,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.9429906312748128}",20,10,-13.43102179406937,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.9426415870523408}",20,0,-43.77869604521006,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.9422915091095369}",30,0,-95.82497068737347,"{0: 21, 1: 2, 2: 5, 3: 1, 4: 1}",0
327,False,"{'a': 0.5, 'e': 0.9419403978303034}",25,0,-56.78509092770148,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
328,False,"{'a': 0.5, 'e': 0.9415882535996764}",30,0,-182.4899688567301,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 4}",0
329,False,"{'a': 0.5, 'e': 0.9412350768038246}",20,0,-129.35919507092217,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
330,False,"{'a': 0.5, 'e': 0.940880867830049}",20,0,-145.17497632644407,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.9405256270667826}",20,0,-128.9482846877226,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
332,False,"{'a': 0.5, 'e': 0.9401693549035895}",25,0,-103.09807453227182,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.9398120517311654}",20,0,-143.63100640414856,"{0: 8, 1: 1, 2: 9, 3: 1, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.9394537179413365}",25,0,-87.77748719823747,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.9390943539270586}",20,0,-76.681109119736,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
336,False,"{'a': 0.5, 'e': 0.9387339600824183}",20,0,-54.31939054976123,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.9383725368026306}",35,7,-180.08435544616057,"{0: 11, 1: 6, 2: 8, 3: 2, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.9380100844840398}",20,3,-106.62530288874956,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
339,False,"{'a': 0.5, 'e': 0.9376466035241188}",35,0,-292.79240625823525,"{0: 18, 1: 1, 2: 9, 3: 3, 4: 4}",0
340,False,"{'a': 0.5, 'e': 0.9372820943214681}",25,0,-53.29994360220406,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.9369165572758165}",20,0,-76.50294107768448,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
342,False,"{'a': 0.5, 'e': 0.936549992788019}",25,13,-113.53479988578431,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 2}",1
343,False,"{'a': 0.5, 'e': 0.9361824012600581}",25,0,-108.48913949187961,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.9358137830950425}",20,0,-94.12096592124655,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.9354441386972061}",25,0,-87.61849128846181,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.9350734684719089}",25,0,-163.31044971964903,"{0: 13, 1: 6, 2: 3, 3: 0, 4: 3}",0
347,False,"{'a': 0.5, 'e': 0.9347017728256354}",20,0,-73.36234000239567,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.9343290521659949}",30,8,-84.84389753390373,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 1}",1
349,False,"{'a': 0.5, 'e': 0.9339553069017206}",20,0,-112.78803216957783,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.9335805374426692}",20,0,-84.10726024149987,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
351,False,"{'a': 0.5, 'e': 0.9332047441998208}",20,3,-122.31798038890965,"{0: 8, 1: 1, 2: 5, 3: 2, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.932827927585278}",30,15,-30.794753566216983,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
353,False,"{'a': 0.5, 'e': 0.9324500880122657}",35,0,-94.96555337303758,"{0: 28, 1: 1, 2: 2, 3: 3, 4: 1}",0
354,False,"{'a': 0.5, 'e': 0.9320712258951307}",35,0,-162.6041514528934,"{0: 22, 1: 1, 2: 9, 3: 1, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.931691341649341}",30,0,-67.96336095410344,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
356,False,"{'a': 0.5, 'e': 0.9313104356914855}",25,0,-100.70939219027836,"{0: 19, 1: 1, 2: 1, 3: 3, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.9309285084392738}",35,0,-253.03656981137192,"{0: 19, 1: 3, 2: 6, 3: 4, 4: 3}",0
358,False,"{'a': 0.5, 'e': 0.930545560311535}",20,0,-52.90717991838874,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.9301615917282181}",25,0,-107.77319535878982,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
360,False,"{'a': 0.5, 'e': 0.9297766031103909}",30,0,-160.40718487665512,"{0: 21, 1: 0, 2: 6, 3: 0, 4: 3}",0
361,False,"{'a': 0.5, 'e': 0.9293905948802401}",20,0,-57.35941562119325,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
362,False,"{'a': 0.5, 'e': 0.9290035674610702}",20,5,-126.79142564606559,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 3}",1
363,False,"{'a': 0.5, 'e': 0.9286155212773035}",25,0,-136.94764132343784,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.9282264567544796}",30,0,-44.054559278911555,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.9278363743192546}",25,8,-43.59602569084858,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.9274452743994012}",20,0,-55.811346805584506,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
